Query,SearchTerm,Kingdom,Phylum,Class,Order,Family,Genus,Species,EOL,NCBI,Wikipedia,IUCN,GBIF,ITIS,
CAROLINA ANOLE,Carolina anole,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,Anolis carolinensis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52590755,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=28377$retmode=xml,https://en.wikipedia.org/wiki/Carolina_anole,NA,NA,,
WHITE LIPPED ANOLE,White lipped anole,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,Anolis coelestinus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52590771,NA,NA,NA,NA,,
WHITE-LIPPED ANOLE,White-lipped anole,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,Anolis coelestinus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52590771,NA,NA,NA,NA,,
CRESTED ANOLE,Crested anole,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,Anolis cristatellus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52590776,NA,https://en.wikipedia.org/wiki/Crested_anole,NA,NA,,
CUBAN CRESTED ANOLE,Cuban crested anole,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis cristatellus,,,https://en.wikipedia.org/wiki/Anolis_cristatellus,NA,NA,,
HAITIAN ANOLE,Haitian anole,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,Anolis cybotes,http://eol.org/api/hierarchy_entries/1.0.xml?id=52590785,NA,NA,NA,NA,,
CUBAN ANOLE,Cuban anole,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,Anolis equestris,http://eol.org/api/hierarchy_entries/1.0.xml?id=52590818,NA,NA,NA,NA,,
KNIGHT ANOLE,Knight anole,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,Anolis equestris,http://eol.org/api/hierarchy_entries/1.0.xml?id=52590818,NA,https://en.wikipedia.org/wiki/Knight_anole,NA,NA,,
ORIENTE KNIGHT ANOLE,Oriente knight anole,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis equestris,,,https://en.wikipedia.org/wiki/Knight_anole,NA,NA,,
ORIENT KNIGHT ANOLE,Orient knight anole,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis equestris,,,https://en.wikipedia.org/wiki/Knight_anole,NA,NA,,
ORIENTAL KNIGHT ANOLE,Oriental knight anole,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis equestris,,,https://en.wikipedia.org/wiki/Knight_anole,NA,NA,,
OREINT KNIGHT ANOLE,Oreint knight anole,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis equestris,,,https://en.wikipedia.org/wiki/Knight_anole,NA,NA,,
H GIANT ANOLE,H giant anole,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis garmani,,,https://en.wikipedia.org/wiki/Jamaican_giant_anole,NA,NA,,
ST LUCIAN,St lucian,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,Anolis luciae,http://eol.org/api/hierarchy_entries/1.0.xml?id=52590880,NA,NA,NA,NA,,
SEBA'S LEAF NOSED BAT,Seba's leaf nosed bat,Metazoa,Chordata,Na,Squamata,Dactyloidae,Anolis,Anolis phyllorhinus,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=1562751$retmode=xml,NA,NA,NA,,
CUBAN GREEN ANOLE,Cuban green anole,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,Anolis porcatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52590952,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=38901$retmode=xml,https://en.wikipedia.org/wiki/Cuban_green_anole,NA,NA,,
GREEN ANOLE,Green anole,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,Anolis porcatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52590952,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=28377$retmode=xml,https://en.wikipedia.org/wiki/Green_anole,NA,NA,,
GREEN CUBAN ANOLE,Green cuban anole,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,Anolis porcatus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52590952,NA,NA,NA,NA,,
FALSE CHAMELEON,False chameleon,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,Anolis porcus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52590955,NA,NA,NA,NA,,
BEARDED ANOLE,Bearded anole,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,Anolis porcus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52590955,NA,https://en.wikipedia.org/wiki/Bearded_anole,NA,NA,,
ROQUET ANOLE,Roquet anole,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis roquet,,,NA,NA,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1056345,,
ROQUET'S ANOLE,Roquet's anole,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis roquet,,,NA,NA,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1056345,,
SMALLWOODI,Smallwoodi,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,Anolis smallwoodi,http://eol.org/api/hierarchy_entries/1.0.xml?id=52590995,NA,NA,NA,NA,,
SMALL WOODS ANOLE,Small woods anole,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis smallwoodi,,,NA,NA,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1057430,,
GARRIDO'S CRESTED ANOLE,Garrido's crested anole,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis zeus,,,NA,NA,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173883,,
HISPANOLIAN GIANT ANOLE,Hispanolian giant anole,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis zeus,,,NA,NA,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=173883,,
AFRICAN CICHLID,African cichlid,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Anomalochromis,Anomalochromis thomasi,http://eol.org/api/hierarchy_entries/1.0.xml?id=52602954,NA,NA,NA,NA,,
AFRICAN CICHLID (PSEUDOTROPHEUS SP),African cichlid ,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Anomalochromis,Anomalochromis thomasi,http://eol.org/api/hierarchy_entries/1.0.xml?id=52602954,NA,NA,NA,NA,,
AFRICAN CICHLID (COPADICHROMIS SP),African cichlid ,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Anomalochromis,Anomalochromis thomasi,http://eol.org/api/hierarchy_entries/1.0.xml?id=52602954,NA,NA,NA,NA,,
AFRICAN CICHLID (ARISTOCHROMIS SP),African cichlid ,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Anomalochromis,Anomalochromis thomasi,http://eol.org/api/hierarchy_entries/1.0.xml?id=52602954,NA,NA,NA,NA,,
BUTTERFLY CICHLID,Butterfly cichlid,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Anomalochromis,Anomalochromis thomasi,http://eol.org/api/hierarchy_entries/1.0.xml?id=52602954,NA,NA,NA,NA,,
GOLDEN DART FROG,Golden dart frog,Animalia,Chordata,Amphibia,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus beebei,http://eol.org/api/hierarchy_entries/1.0.xml?id=52664817,NA,https://en.wikipedia.org/wiki/Golden_dart_frog,NA,NA,,
GOLDEN DART FROG ,Golden dart frog,Animalia,Chordata,Amphibia,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus beebei,http://eol.org/api/hierarchy_entries/1.0.xml?id=52664817,NA,https://en.wikipedia.org/wiki/Golden_dart_frog,NA,NA,,
GOLDEN POISON DART FROG,Golden poison dart frog,Animalia,Chordata,Amphibia,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus beebei,http://eol.org/api/hierarchy_entries/1.0.xml?id=52664817,NA,https://en.wikipedia.org/wiki/Golden_poison_dart_frog,NA,NA,,
SPLITFIN FLASHLIGHTFISH,Splitfin flashlightfish,Metazoa,Chordata,Actinopteri,Beryciformes,Anomalopidae,Anomalops,Anomalops katoptron,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=181433$retmode=xml,NA,NA,NA,,
HIGH COCKSCOMB,High cockscomb,Metazoa,Chordata,Actinopteri,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=320623$retmode=xml,NA,NA,NA,,
WESTERN SMOOTH BOXFISH,Western smooth boxfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Aracanidae,Anoplocapros,Anoplocapros amygdaloides,http://eol.org/api/hierarchy_entries/1.0.xml?id=52605821,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=1240559$retmode=xml,NA,NA,NA,,
WHITE BARRED BOXFISH,White barred boxfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Aracanidae,Anoplocapros,Anoplocapros lenticularis,http://eol.org/api/hierarchy_entries/1.0.xml?id=52605820,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=349650$retmode=xml,NA,NA,NA,,
SABLEFISH,Sablefish,Metazoa,Chordata,Actinopteri,Perciformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=229290$retmode=xml,NA,NA,NA,,
SPINE-HEADED TREE FROG,Spine-headed tree frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Anotheca,Anotheca spinosa,http://eol.org/api/hierarchy_entries/1.0.xml?id=52662729,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=317306$retmode=xml,NA,NA,NA,,
CROWNED TREE FROG,Crowned tree frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Anotheca,Anotheca spinosa,,,NA,http://www.iucnredlist.org/details/55296/0,NA,,
SPINY-HEADED FROG,Spiny-headed frog,Animalia,Chordata,Amphibia,Anura,Hylidae,Anotheca,Anotheca spinosa,,,NA,http://www.iucnredlist.org/details/55296/0,NA,,
PACIFIC WHITE FRONTED GOOSE,Pacific white fronted goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser albifrons,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=50365$retmode=xml,NA,NA,NA,,
WHITE FRONTED GOOSE,White fronted goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser albifrons,http://eol.org/api/hierarchy_entries/1.0.xml?id=52648364,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=50365$retmode=xml,NA,NA,NA,,
GRAYLAG GOOSE,Graylag goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser anser,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8843$retmode=xml,https://en.wikipedia.org/wiki/Graylag_goose,NA,NA,,
DOMESTIC GOOSE,Domestic goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser anser,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8843$retmode=xml,NA,NA,NA,,
LESSER SNOW GOOSE,Lesser snow goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser caerulescens,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=70340$retmode=xml,NA,NA,NA,,
DOMESTIC SWAN GOOSE,Domestic swan goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser cygnoides,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8845$retmode=xml,NA,NA,NA,,
SWAN GOOSE,Swan goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser cygnoides,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8845$retmode=xml,https://en.wikipedia.org/wiki/Swan_goose,NA,NA,,
CHINESE GOOSE,Chinese goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser cygnoides,http://eol.org/api/hierarchy_entries/1.0.xml?id=52648379,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8845$retmode=xml,NA,NA,NA,,
LESSER WHITE-FRONTED GOOSE,Lesser white-fronted goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser erythropus,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=132586$retmode=xml,https://en.wikipedia.org/wiki/Lesser_white-fronted_goose,NA,NA,,
BAR HEADED GOOSE,Bar headed goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser indicus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52648381,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8846$retmode=xml,https://en.wikipedia.org/wiki/Bar_headed_goose,NA,NA,,
BAR-HEADED GOOSE,Bar-headed goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser indicus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52648381,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8846$retmode=xml,https://en.wikipedia.org/wiki/Bar-headed_goose,NA,NA,,
A. B. W. GOOSE,A. b. w. goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
AFRICAN GOOSE,African goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
ABYSSINIAN GOOSE,Abyssinian goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
SHETLAND GOOSE,Shetland goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
PILGRIM GOOSE,Pilgrim goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
AMERICAN BUFF GOOSE,American buff goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
PYGMY GOOSE,Pygmy goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
ALEUTIAN GOOSE,Aleutian goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
ALEUTIAN GOOSE ,Aleutian goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
TOULOUSE GOOSE,Toulouse goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
BUFF GOOSE,Buff goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
INDIAN PYGMY GOOSE,Indian pygmy goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
NE-NE GOOSE,Ne-ne goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
EMBDEN GOOSE,Embden goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
TOULOOSE GOOSE,Touloose goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
SEBASTOPOL GOOSE,Sebastopol goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
RED HEADED GOOSE,Red headed goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
SIBERIAN RED BREASTED GOOSE,Siberian red breasted goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
SPURWING GOOSE,Spurwing goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
TOULOUSE CROSS GOOSE,Toulouse cross goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
EMBEDEN GOOSE,Embeden goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
RUDY HEADED GOOSE,Rudy headed goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
PACIFIC BRANT GOOSE,Pacific brant goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
CAPE BARON GOOSE,Cape baron goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
MANED GOOSE,Maned goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
Snow Goose,Snow goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser caerulescens,http://eol.org/api/hierarchy_entries/1.0.xml?id=52648358,NA,https://en.wikipedia.org/wiki/Snow_goose,NA,NA,,
Goose  Domestic,Goose domestic,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Na,,,https://en.wikipedia.org/wiki/Domestic_goose,NA,NA,,
White Fronted Goose,White fronted goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser albifrons,http://eol.org/api/hierarchy_entries/1.0.xml?id=52648364,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=50365$retmode=xml,NA,NA,NA,,
Goose,Goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,http://eol.org/api/hierarchy_entries/1.0.xml?id=52648358,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
Embden Goose,Embden goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
Sebastapol Goose,Sebastapol goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
Sebastopol Goose,Sebastopol goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
Emperor Goose,Emperor goose,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser canagicus,http://eol.org/api/hierarchy_entries/1.0.xml?id=52648362,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=107021$retmode=xml,https://en.wikipedia.org/wiki/Emperor_goose,NA,NA,,
Tolouse Goose,Tolouse goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
Chinese White Goose,Chinese white goose,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser sp.,http://eol.org/api/hierarchy_entries/1.0.xml?id=52648379,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8847$retmode=xml,NA,NA,NA,,
MAGPIE GOOSE ,Magpie goose,Animalia,Chordata,Aves,Anseriformes,Anseranatidae,Anseranas,Anseranas semipalmata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52648088,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8851$retmode=xml,https://en.wikipedia.org/wiki/Magpie_goose,NA,NA,,
MAGPIE GOOSE,Magpie goose,Animalia,Chordata,Aves,Anseriformes,Anseranatidae,Anseranas,Anseranas semipalmata,http://eol.org/api/hierarchy_entries/1.0.xml?id=52648088,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=8851$retmode=xml,https://en.wikipedia.org/wiki/Magpie_goose,NA,NA,,
SPINY TOAD,Spiny toad,Animalia,Chordata,Amphibia,Anura,Bufonidae,Ansonia,Ansonia spinulifer,http://eol.org/api/hierarchy_entries/1.0.xml?id=52664091,NA,NA,NA,NA,,
CHILDREN'S PYTHON ,Children's python,Animalia,Chordata,Reptilia,Squamata,Boidae,Antaresia,Antaresia childreni,http://eol.org/api/hierarchy_entries/1.0.xml?id=52586896,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=51888$retmode=xml,https://en.wikipedia.org/wiki/Children%27s_python,NA,NA,,
CHILDREN'S PYTHON,Children's python,Animalia,Chordata,Reptilia,Squamata,Boidae,Antaresia,Antaresia childreni,http://eol.org/api/hierarchy_entries/1.0.xml?id=52586896,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=51888$retmode=xml,https://en.wikipedia.org/wiki/Children%27s_python,NA,NA,,
CHILDREN'S PYTHON 963535/213-2 BIOPSY RECORD,Children's python 963535,Metazoa,Chordata,Na,Squamata,Pythonidae,Antaresia,Antaresia childreni,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=51888$retmode=xml,NA,NA,NA,,
SPOTTED PYTHON,Spotted python,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Antaresia,Antaresia maculosa,NA,NA,https://en.wikipedia.org/wiki/Spotted_python,NA,NA,,
BLOTCHED PYTHON,Blotched python,Animalia,Chordata,Reptilia,Squamata,Boidae,Antaresia,Antaresia stimsoni,http://eol.org/api/hierarchy_entries/1.0.xml?id=52586901,NA,NA,NA,NA,,
JERBOA,Jerboa,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Antechinomys,Antechinomys laniger,http://eol.org/api/hierarchy_entries/1.0.xml?id=52575023,NA,NA,NA,NA,,
GIANT FROGFISH,Giant frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,Antennarius,Antennarius commerson,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=242981$retmode=xml,https://en.wikipedia.org/wiki/Giant_frogfish,NA,NA,,
WARTY FROGFISH,Warty frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,Antennarius,Antennarius maculatus,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=882753$retmode=xml,https://en.wikipedia.org/wiki/Warty_frogfish,NA,NA,,
PAINTED FROGFISH,Painted frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,Antennarius,Antennarius pictus,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=586777$retmode=xml,https://en.wikipedia.org/wiki/Painted_frogfish,NA,NA,,
SPOTFIN FROGFISH,Spotfin frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,Antennatus,Antennatus nummifer,NA,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=Taxonomy&id=242979$retmode=xml,https://en.wikipedia.org/wiki/Spotfin_frogfish,NA,NA,,
FISH ANTHIAS,Fish anthias,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Anthias,Anthias anthias,,,NA,NA,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=643209,,
